,Company,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price
678,Acer,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,16,0,256,0,Nvidia GeForce GTX,Windows 10,2.5,inf
679,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.2,inf
680,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,128,0,Intel HD Graphics,Windows 10,1.86,inf
681,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,16,1000,128,0,Nvidia GeForce GTX,Windows 10,3.21,inf
682,HP,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.0,4,0,256,0,AMD Radeon,Windows 10,2.5,inf
683,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,1.8,8,0,512,0,Intel UHD Graphics,Windows 10,1.19,inf
684,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.49,inf
685,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,AMD Radeon,Windows 10,1.86,inf
686,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Windows 10,2.2,inf
687,HP,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,AMD A-Series,2.4,6,2000,0,0,AMD Radeon,Windows 10,2.65,inf
688,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.1,inf
689,Acer,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.45,inf
690,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.7,inf
691,HP,Workstation,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,500,0,0,Nvidia Quadro,Windows 10,3.14,inf
692,Lenovo,2 in 1 Convertible,14.0,2560x1440,2560,1440,0,1,0,0,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.42,inf
693,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.5,inf
694,Acer,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Windows 10,1.4,inf
695,Lenovo,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.38,inf
696,Asus,2 in 1 Convertible,12.5,1920x1080,1920,1080,1,0,0,0,1,Intel Core M,0.9,4,0,0,64,Intel HD Graphics,Chrome OS,1.2,inf
697,Toshiba,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.5,16,0,512,0,Intel HD Graphics,Windows 10,1.36,inf
698,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,4,500,0,0,AMD Radeon,Windows 10,2.1,inf
699,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.56,inf
700,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,2.9,4,0,256,0,AMD Radeon,Windows 10,2.2,inf
701,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,3.6,8,1000,0,0,AMD Radeon,Windows 10,2.2,inf
702,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,2000,0,0,Intel HD Graphics,Windows 10,2.1,inf
703,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,No OS,1.9,inf
704,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.18,inf
705,Acer,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.6,inf
706,Lenovo,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,16,0,512,0,Nvidia Quadro,Windows 7,2.18,inf
707,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.8,inf
708,HP,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,AMD A-Series,2.5,6,2000,0,0,AMD Radeon,Windows 10,2.71,inf
709,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,inf
710,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.8,8,0,256,0,Nvidia GeForce MX,Linux,1.64,inf
711,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Linux,1.98,inf
712,Asus,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.5,inf
713,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,16,0,512,0,Intel HD Graphics,Windows 10,1.93,inf
714,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,1.87,inf
715,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.9,inf
716,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.0,4,500,0,0,AMD Radeon,Windows 10,2.19,inf
717,Mediacom,Notebook,14.0,1920x1200,1920,1200,0,1,0,1,0,Intel Atom,1.92,4,32,0,0,Intel HD Graphics,Windows 10,1.4,inf
718,HP,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,2.63,inf
719,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.5,8,0,512,0,Intel HD Graphics,Windows 10,1.17,inf
720,HP,2 in 1 Convertible,13.3,1366x768,1366,768,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.58,inf
721,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.32,inf
722,Dell,Gaming,17.3,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.8,32,1000,1000,0,Nvidia GeForce GTX,Windows 10,4.36,inf
723,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,inf
724,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Intel HD Graphics,No OS,1.9,inf
725,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,1000,128,0,AMD Radeon,Windows 10,2.2,inf
726,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i3,2.4,4,1000,0,0,Intel HD Graphics,Windows 10,1.71,inf
727,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,AMD Radeon,Linux,2.32,inf
728,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.0,4,1000,0,0,AMD Radeon,Windows 10,2.1,inf
729,Acer,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.2,inf
730,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,12,1000,0,0,Intel HD Graphics,Windows 10,2.25,inf
731,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.0,6,1000,128,0,AMD Radeon,Windows 10,2.1,inf
732,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.4,inf
733,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.44,inf
734,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,4,1000,0,0,Intel HD Graphics,Windows 10,1.85,inf
735,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,256,0,Nvidia Quadro,Windows 10,2.6,inf
736,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,1.6,8,1000,0,0,Intel UHD Graphics,Windows 10,1.55,inf
737,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,1.8,inf
738,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,2.4,inf
739,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,128,0,Nvidia GeForce MX,Windows 10,2.0,inf
740,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,Intel HD Graphics,Windows 10,2.0,inf
741,Toshiba,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.25,inf
742,Lenovo,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.7,inf
743,Lenovo,Workstation,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,16,0,1000,0,Nvidia Quadro,Windows 10,2.5,inf
744,Acer,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,2,0,0,32,Intel HD Graphics,Chrome OS,1.68,inf
745,Samsung,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,256,0,Intel HD Graphics,Windows 10,0.81,inf
746,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,Intel HD Graphics,Windows 10,1.86,inf
747,Dell,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.6,inf
748,HP,Workstation,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Processor,2.9,16,0,256,0,Nvidia Quadro,Windows 7,3.0,inf
749,Lenovo,Netbook,11.6,1366x768,1366,768,1,0,0,0,1,Intel Celeron Dual,1.6,4,0,128,0,Intel HD Graphics,Windows 10,1.4,inf
750,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 10,1.84,inf
751,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,1000,0,0,Nvidia GeForce GTX,No OS,2.45,inf
752,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,0,180,0,Intel HD Graphics,Windows 10,1.7,inf
753,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.7,4,0,256,0,Intel HD Graphics,Windows 10,2.37,inf
754,Lenovo,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,1,1,Intel Core i5,1.8,8,0,256,0,Intel HD Graphics,Windows 10,1.3,inf
755,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,inf
756,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,0,256,0,Nvidia Quadro,Windows 7,2.59,inf
757,Dell,Gaming,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,inf
758,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,2.1,inf
759,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,inf
760,Dell,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,256,0,Intel HD Graphics,Windows 10,1.18,inf
761,Google,Ultrabook,12.3,2400x1600,2400,1600,0,1,0,0,1,Intel Core i5,1.2,8,0,256,0,Intel HD Graphics,Chrome OS,1.1,inf
762,Asus,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.2,inf
763,Dell,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,1.65,inf
764,Acer,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,1.6,inf
765,Asus,Notebook,17.3,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.8,inf
766,Dell,Gaming,15.6,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.72,inf
767,Samsung,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.31,inf
768,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Intel HD Graphics,Linux,2.1,inf
769,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,256,0,AMD Radeon,Windows 10,2.3,inf
770,Samsung,2 in 1 Convertible,15.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,256,0,AMD Radeon,Windows 10,1.71,inf
771,Toshiba,Notebook,14.0,1366x768,1366,768,1,0,0,1,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,1.75,inf
772,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.62,inf
773,HP,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,0,256,0,Intel HD Graphics,Windows 10,1.26,inf
774,Asus,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,12,2000,0,0,Nvidia GeForce MX,Windows 10,2.3,inf
775,Lenovo,Notebook,15.6,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.7,16,0,512,0,Nvidia Quadro,Windows 7,2.5,inf
776,Acer,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,1.8,inf
777,Razer,Gaming,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,1.95,inf
778,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Processor,1.1,8,0,128,0,Intel HD Graphics,Windows 10,2.0,inf
779,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,32,1000,1000,0,Nvidia GeForce GTX,Windows 10,4.42,inf
780,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.3,inf
781,Toshiba,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,0,512,0,Nvidia GeForce M,Windows 10,1.47,inf
782,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Processor,1.6,8,1000,0,0,Intel HD Graphics,No OS,2.2,inf
783,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.7,inf
784,MSI,Gaming,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,1.6,inf
785,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,inf
786,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,4,1000,0,0,Nvidia GeForce GTX,Windows 10,2.4,inf
787,Acer,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.2,inf
788,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.62,inf
789,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.24,inf
790,Vero,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.22,inf
791,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.37,inf
792,Lenovo,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,AMD Radeon,Windows 10,2.08,inf
793,Apple,Ultrabook,12.0,2304x1440,2304,1440,0,1,0,1,0,Intel Core M,1.2,8,0,0,512,Intel HD Graphics,Mac X,0.92,inf
794,Lenovo,2 in 1 Convertible,14.0,2560x1440,2560,1440,0,1,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.42,inf
795,Asus,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.63,inf
796,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,1.95,inf
797,Lenovo,2 in 1 Convertible,13.9,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.38,inf
798,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,AMD Radeon,Windows 10,2.0,inf
799,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,3.14,inf
800,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.37,inf
801,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.29,inf
802,Dell,Notebook,15.6,3840x2160,3840,2160,0,0,1,0,1,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.06,inf
803,Dell,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,0,128,0,Intel HD Graphics,Windows 10,1.63,inf
804,HP,Netbook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.26,inf
805,Toshiba,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.1,inf
806,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.5,8,2000,0,0,AMD Radeon,Windows 10,2.04,inf
807,Dell,Gaming,15.6,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.62,inf
808,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Nvidia GeForce M,Windows 10,2.4,inf
809,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,12,1000,0,0,AMD Radeon,Windows 10,3.74,inf
810,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,512,0,Nvidia GeForce GTX,Windows 10,2.9,inf
811,Samsung,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,0.81,inf
812,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce GTX,Windows 10,1.98,inf
813,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,AMD Radeon,Windows 10,2.18,inf
814,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.32,inf
815,Razer,Ultrabook,12.5,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,2.5,16,0,512,0,Intel HD Graphics,Windows 10,1.29,inf
816,HP,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,16,Intel HD Graphics,Chrome OS,1.23,inf
817,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.36,inf
818,Dell,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.76,inf
819,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,2.1,inf
820,Toshiba,Ultrabook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,Intel HD Graphics,Windows 10,1.25,inf
821,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.13,inf
822,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.4,inf
823,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,0,256,Intel HD Graphics,Windows 10,1.13,inf
824,Toshiba,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Processor,2.1,4,0,128,0,Intel HD Graphics,Windows 10,1.75,inf
825,Asus,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.1,inf
826,Dell,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,1.76,inf
827,Acer,Netbook,11.6,1366x768,1366,768,1,0,0,1,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.35,inf
828,Acer,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,8,0,128,0,Intel HD Graphics,Windows 10,1.5,inf
829,Razer,Gaming,17.3,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.9,32,0,512,0,Nvidia GeForce GTX,Windows 10,3.49,inf
830,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.6,16,0,512,0,Intel HD Graphics,Windows 10,1.1,inf
831,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Nvidia GeForce M,Linux,2.1,inf
832,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.7,inf
833,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.32,inf
834,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.21,inf
835,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.9,inf
836,Toshiba,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,2.0,inf
837,Lenovo,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Processor,1.6,4,0,0,16,Intel HD Graphics,Chrome OS,1.5,inf
838,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,128,0,0,Intel HD Graphics,Windows 10,2.3,inf
839,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,16,1000,512,0,Nvidia GeForce GTX,Windows 10,2.73,inf
840,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,32,1000,512,0,Nvidia GeForce GTX,Windows 10,4.42,inf
841,HP,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.63,inf
842,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,2.18,inf
843,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,512,0,Intel HD Graphics,Windows 7,1.54,inf
844,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,4,0,256,0,AMD Radeon,Windows 10,2.18,inf
845,HP,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Chrome OS,1.4,inf
846,Asus,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,0,512,0,Nvidia GeForce M,Windows 10,1.45,inf
